lemma,manual_lemma,unique_candidates,pos,lemma_freq,base_freq,true_lemma,true_base,query_by_hand,query_pos,merge,sfx,cql
Animismus,,animisch,ADJ.,105,0,1,,animistisch,ADJ.,,-ismus,"[lemma=""animistisch"" & tag=""ADJ.""] within <s/>"
Antagonismus,,antagonisch,ADJ.,240,0,1,,antagonistisch,ADJ.,,-ismus,"[lemma=""antagonistisch"" & tag=""ADJ.""] within <s/>"
Dirigismus,,dirigisch,ADJ.,37,0,1,,dirigistisch,ADJ.,,-ismus,"[lemma=""dirigistisch"" & tag=""ADJ.""] within <s/>"
Eskapismus,,eskapisch,ADJ.,66,0,1,,eskapistisch,ADJ.,,-ismus,"[lemma=""eskapistisch"" & tag=""ADJ.""] within <s/>"
Euphemismus,,euphemisch,ADJ.,269,0,1,,euphemistisch,ADJ.,,-ismus,"[lemma=""euphemistisch"" & tag=""ADJ.""] within <s/>"
Exorzismus,,exorzisch,ADJ.,245,0,1,,exorzistisch,ADJ.,,-ismus,"[lemma=""exorzistisch"" & tag=""ADJ.""] within <s/>"
Exterminismus,,exterminisch,ADJ.,5,0,1,,exterministisch,ADJ.,,-ismus,"[lemma=""exterministisch"" & tag=""ADJ.""] within <s/>"
Feminismus,,feminisch,ADJ.,1255,0,1,,feministisch,ADJ.,,-ismus,"[lemma=""feministisch"" & tag=""ADJ.""] within <s/>"
Hedonismus,,hedonisch,ADJ.,152,0,1,,hedonistisch,ADJ.,,-ismus,"[lemma=""hedonistisch"" & tag=""ADJ.""] within <s/>"
Heterismus,,heterisch,ADJ.,0,0,1,,heteristisch,ADJ.,,-ismus,"[lemma=""heteristisch"" & tag=""ADJ.""] within <s/>"
Holismus,,holisch,ADJ.,38,3,1,,holistisch,ADJ.,,-ismus,"[lemma=""holistisch"" & tag=""ADJ.""] within <s/>"
Indeterminismus,,indeterminisch,ADJ.,61,0,1,,indeterministisch,ADJ.,,-ismus,"[lemma=""indeterministisch"" & tag=""ADJ.""] within <s/>"
Interaktionismus,,Interaktionik,NN,24,0,1,,Interaktion,ADJ.,,-ismus,"[lemma=""Interaktion"" & tag=""ADJ.""] within <s/>"
Interventionismus,,Interventionik,NN,66,0,1,,Intervention,ADJ.,,-ismus,"[lemma=""Intervention"" & tag=""ADJ.""] within <s/>"
Katechismus,,katechisch,ADJ.,580,0,1,,katechetisch,ADJ.,,-ismus,"[lemma=""katechetisch"" & tag=""ADJ.""] within <s/>"
Konservatismus,,konservatisch,ADJ.,302,0,1,,konservativ,ADJ.,,-ismus,"[lemma=""konservativ"" & tag=""ADJ.""] within <s/>"
Korporatismus,,korporatisch,ADJ.,36,0,1,,korporatistisch,ADJ.,,-ismus,"[lemma=""korporatistisch"" & tag=""ADJ.""] within <s/>"
Laizismus,,laisch,ADJ.,154,0,1,,laizistisch,ADJ.,,-ismus,"[lemma=""laizistisch"" & tag=""ADJ.""] within <s/>"
Nepotismus,,nepotisch,ADJ.,44,0,1,,nepotistisch,ADJ.,,-ismus,"[lemma=""nepotistisch"" & tag=""ADJ.""] within <s/>"
Pessimismus,,pessimisch,ADJ.,586,0,1,,pessimistisch,ADJ.,,-ismus,"[lemma=""pessimistisch"" & tag=""ADJ.""] within <s/>"
Pointillismus,,pointillisch,ADJ.,16,0,1,,pointillistisch,ADJ.,,-ismus,"[lemma=""pointillistisch"" & tag=""ADJ.""] within <s/>"
Polytheismus,,polytheisch,ADJ.,129,0,1,,polytheistisch,ADJ.,,-ismus,"[lemma=""polytheistisch"" & tag=""ADJ.""] within <s/>"
Populismus,,populisch,ADJ.,679,0,1,,populistisch,ADJ.,,-ismus,"[lemma=""populistisch"" & tag=""ADJ.""] within <s/>"
Sadismus,,sadisch,ADJ.,226,0,1,,sadistisch,ADJ.,,-ismus,"[lemma=""sadistisch"" & tag=""ADJ.""] within <s/>"
Sadomasochismus,,sadomasochisch,ADJ.,100,0,1,,sadomasochistisch,ADJ.,,-ismus,"[lemma=""sadomasochistisch"" & tag=""ADJ.""] within <s/>"
Solipsismus,,solipsisch,ADJ.,104,0,1,,solipsistisch,ADJ.,,-ismus,"[lemma=""solipsistisch"" & tag=""ADJ.""] within <s/>"
Sophismus,,sophisch,ADJ.,25,0,1,,sophistisch,ADJ.,,-ismus,"[lemma=""sophistisch"" & tag=""ADJ.""] within <s/>"
Syllogismus,,syllogisch,ADJ.,28,0,1,,syllogistisch,ADJ.,,-ismus,"[lemma=""syllogistisch"" & tag=""ADJ.""] within <s/>"
Theismus,,theisch,ADJ.,119,0,1,,theistisch,ADJ.,,-ismus,"[lemma=""theistisch"" & tag=""ADJ.""] within <s/>"
Verismus,,verisch,ADJ.,21,0,1,,veristisch,ADJ.,,-ismus,"[lemma=""veristisch"" & tag=""ADJ.""] within <s/>"
Voyeurismus,,voyeurisch,ADJ.,223,1,1,,voyeuristisch,ADJ.,,-ismus,"[lemma=""voyeuristisch"" & tag=""ADJ.""] within <s/>"
Atavismus,,Atavik,NN,30,0,1,,Atav,N.,,-ismus,"[lemma=""Atav"" & tag=""N.""] within <s/>"
Bonapartismus,,Bonapartik,NN,22,0,1,,Bonapart,N.,,-ismus,"[lemma=""Bonapart"" & tag=""N.""] within <s/>"
Buddhismus,,Buddhik,NN,3151,0,1,,Buddha,N.,,-ismus,"[lemma=""Buddha"" & tag=""N.""] within <s/>"
Calvinismus,,Calvinik,NN,132,0,1,,Calvin,N.,,-ismus,"[lemma=""Calvin"" & tag=""N.""] within <s/>"
Chartismus,,Chartik,NN,26,0,1,,Chart,N.,,-ismus,"[lemma=""Chart"" & tag=""N.""] within <s/>"
Chauvinismus,,Chauvinik,NN,224,0,1,,Chauvin,N.,,-ismus,"[lemma=""Chauvin"" & tag=""N.""] within <s/>"
Dadaismus,,Dadaik,NN,138,0,1,,Dada,N.,,-ismus,"[lemma=""Dada"" & tag=""N.""] within <s/>"
Darwinismus,,Darwinik,NN,207,0,1,,Darwin,N.,,-ismus,"[lemma=""Darwin"" & tag=""N.""] within <s/>"
Defaitismus,,Defaitik,NN,8,0,1,,Defait,N.,,-ismus,"[lemma=""Defait"" & tag=""N.""] within <s/>"
Fauvismus,,Fauvik,NN,17,0,1,,Fauv,N.,,-ismus,"[lemma=""Fauv"" & tag=""N.""] within <s/>"
Fordismus,,Fordik,NN,110,0,1,,Ford,N.,,-ismus,"[lemma=""Ford"" & tag=""N.""] within <s/>"
Gaullismus,,Gaullik,NN,2,0,1,,Gaul,N.,,-ismus,"[lemma=""Gaul"" & tag=""N.""] within <s/>"
Hinduismus,,Hinduik,NN,900,0,1,,Hindu,N.,,-ismus,"[lemma=""Hindu"" & tag=""N.""] within <s/>"
Leninismus,,Leninik,NN,126,0,1,,Lenin,N.,,-ismus,"[lemma=""Lenin"" & tag=""N.""] within <s/>"
Machiavellismus,,Machiavellik,NN,29,0,1,,Machiavelli,N.,,-ismus,"[lemma=""Machiavelli"" & tag=""N.""] within <s/>"
Maoismus,,Maoik,NN,36,0,1,,Mao,N.,,-ismus,"[lemma=""Mao"" & tag=""N.""] within <s/>"
Marxismus,,Marxik,NN,1167,0,1,,Marx,N.,,-ismus,"[lemma=""Marx"" & tag=""N.""] within <s/>"
Peronismus,,Peronik,NN,14,0,1,,Peron,N.,,-ismus,"[lemma=""Peron"" & tag=""N.""] within <s/>"
Petrarkismus,,Petrarkik,NN,3,0,1,,Petrark,N.,,-ismus,"[lemma=""Petrark"" & tag=""N.""] within <s/>"
Pietismus,,Pietik,NN,217,0,1,,Piet,N.,,-ismus,"[lemma=""Piet"" & tag=""N.""] within <s/>"
Platonismus,,Platonik,NN,74,0,1,,Platon,N.,,-ismus,"[lemma=""Platon"" & tag=""N.""] within <s/>"
Satanismus,,Satanik,NN,380,0,1,,Satan,N.,,-ismus,"[lemma=""Satan"" & tag=""N.""] within <s/>"
Spinozismus,,Spinozik,NN,11,0,1,,Spinoz,N.,,-ismus,"[lemma=""Spinoz"" & tag=""N.""] within <s/>"
Stalinismus,,Stalinik,NN,494,0,1,,Stalin,N.,,-ismus,"[lemma=""Stalin"" & tag=""N.""] within <s/>"
Trotzkismus,,Trotzkik,NN,19,0,1,,Trotzki,N.,,-ismus,"[lemma=""Trotzki"" & tag=""N.""] within <s/>"
Abolitionismus,,Abolitionik,NN,14,0,1,,Abolition,NN,,-ismus,"[lemma=""Abolition"" & tag=""NN""] within <s/>"
Aktionismus,,Aktionik,NN,827,0,1,,Aktion,NN,,-ismus,"[lemma=""Aktion"" & tag=""NN""] within <s/>"
Alarmismus,,Alarmik,NN,60,0,1,,Alarm,NN,,-ismus,"[lemma=""Alarm"" & tag=""NN""] within <s/>"
Alkoholismus,,Alkoholik,NN,780,166,1,,Alkohol,NN,,-ismus,"[lemma=""Alkohol"" & tag=""NN""] within <s/>"
Aphorismus,,Aphorik,NN,662,0,1,,Aphor,NN,,-ismus,"[lemma=""Aphor"" & tag=""NN""] within <s/>"
Ästhetizismus,,ästhetizik,NN,52,0,1,,Ästhetik,NN,,-ismus,"[lemma=""Ästhetik"" & tag=""NN""] within <s/>"
Atheismus,,Atheik,NN,1065,0,1,,Atheistik,NN,,-ismus,"[lemma=""Atheistik"" & tag=""NN""] within <s/>"
Autismus,,Autik,NN,896,0,1,,Autistik,NN,,-ismus,"[lemma=""Autistik"" & tag=""NN""] within <s/>"
Avantgardismus,,Avantgardik,NN,24,0,1,,Avantgarde,NN,,-ismus,"[lemma=""Avantgarde"" & tag=""NN""] within <s/>"
Behaviorismus,,Behaviorik,NN,95,0,1,,Behavior,NN,,-ismus,"[lemma=""Behavior"" & tag=""NN""] within <s/>"
Determinismus,,Determinik,NN,418,0,1,,Deterministik,NN,,-ismus,"[lemma=""Deterministik"" & tag=""NN""] within <s/>"
Divisionismus,,Divisionik,NN,5,0,1,,Division,NN,,-ismus,"[lemma=""Division"" & tag=""NN""] within <s/>"
Dogmatismus,,Dogmatik,NN,217,488,1,,Dogma,NN,,-ismus,"[lemma=""Dogma"" & tag=""NN""] within <s/>"
Egoismus,,Egoik,NN,3185,0,1,,Ego,NN,,-ismus,"[lemma=""Ego"" & tag=""NN""] within <s/>"
Equilibrismus,,Equilibrik,NN,8,0,1,,Equilibrium,NN,,-ismus,"[lemma=""Equilibrium"" & tag=""NN""] within <s/>"
Essayismus,,Essayik,NN,9,0,1,,Essay,NN,,-ismus,"[lemma=""Essay"" & tag=""NN""] within <s/>"
Etatismus,,Etatik,NN,48,0,1,,Etat,NN,,-ismus,"[lemma=""Etat"" & tag=""NN""] within <s/>"
Evolutionismus,,Evolutionik,NN,42,0,1,,Evolution,NN,,-ismus,"[lemma=""Evolution"" & tag=""NN""] within <s/>"
Exhibitionismus,,Exhibitionik,NN,121,0,1,,Exhibition,NN,,-ismus,"[lemma=""Exhibition"" & tag=""NN""] within <s/>"
Expansionismus,,Expansionik,NN,27,0,1,,Expansion,NN,,-ismus,"[lemma=""Expansion"" & tag=""NN""] within <s/>"
Expressionismus,,Expressionik,NN,561,0,1,,Expression,NN,,-ismus,"[lemma=""Expression"" & tag=""NN""] within <s/>"
Fetischismus,,Fetischik,NN,126,0,1,,Fetisch,NN,,-ismus,"[lemma=""Fetisch"" & tag=""NN""] within <s/>"
Feuilletonismus,,Feuilletonik,NN,1,0,1,,Feuilleton,NN,,-ismus,"[lemma=""Feuilleton"" & tag=""NN""] within <s/>"
Folklorismus,,Folklorik,NN,7,0,1,,Folklore,NN,,-ismus,"[lemma=""Folklore"" & tag=""NN""] within <s/>"
Futurismus,,Futurik,NN,91,0,1,,Futur,NN,,-ismus,"[lemma=""Futur"" & tag=""NN""] within <s/>"
Historizismus,,Historizik,NN,20,0,1,,Historik,NN,,-ismus,"[lemma=""Historik"" & tag=""NN""] within <s/>"
Hooliganismus,,Hooliganik,NN,31,0,1,,Hooligan,NN,,-ismus,"[lemma=""Hooligan"" & tag=""NN""] within <s/>"
Hyperaktionismus,,Hyperaktionik,NN,0,0,1,,Hyperaktion,NN,,-ismus,"[lemma=""Hyperaktion"" & tag=""NN""] within <s/>"
Hyperandrogenismus,,Hyperandrogenik,NN,1,0,1,,Hyperandrogen,NN,,-ismus,"[lemma=""Hyperandrogen"" & tag=""NN""] within <s/>"
Hypogonadismus,,Hypogonadik,NN,89,0,1,,Hypogonad,NN,,-ismus,"[lemma=""Hypogonad"" & tag=""NN""] within <s/>"
Idiotismus,,Idiotik,NN,15,0,1,,Idiot,NN,,-ismus,"[lemma=""Idiot"" & tag=""NN""] within <s/>"
Illusionismus,,Illusionik,NN,24,0,1,,Illusion,NN,,-ismus,"[lemma=""Illusion"" & tag=""NN""] within <s/>"
Impressionismus,,Impressionik,NN,286,0,1,,Impression,NN,,-ismus,"[lemma=""Impression"" & tag=""NN""] within <s/>"
Islamismus,,Islamik,NN,681,0,1,,Islam,NN,,-ismus,"[lemma=""Islam"" & tag=""NN""] within <s/>"
Isolationismus,,Isolationik,NN,31,0,1,,Isolation,NN,,-ismus,"[lemma=""Isolation"" & tag=""NN""] within <s/>"
Jainismus,,Jainik,NN,103,0,1,,Jain,NN,,-ismus,"[lemma=""Jain"" & tag=""NN""] within <s/>"
Jesuitismus,,Jesuitik,NN,9,0,1,,Jesuit,NN,,-ismus,"[lemma=""Jesuit"" & tag=""NN""] within <s/>"
Journalismus,,Journalik,NN,3745,0,1,,Journal,NN,,-ismus,"[lemma=""Journal"" & tag=""NN""] within <s/>"
Journalistismus,,Journalistik,NN,0,298,1,,Journalist,NN,,-ismus,"[lemma=""Journalist"" & tag=""NN""] within <s/>"
Kapitalismus,,Kapitalik,NN,8421,0,1,,Kapital,NN,,-ismus,"[lemma=""Kapital"" & tag=""NN""] within <s/>"
Klientelismus,,Klientelik,NN,42,0,1,,Klientel,NN,,-ismus,"[lemma=""Klientel"" & tag=""NN""] within <s/>"
Kommunismus,,Kommunik,NN,3365,19,1,,Kommune,NN,,-ismus,"[lemma=""Kommune"" & tag=""NN""] within <s/>"
Konstruktionismus,,Konstruktionik,NN,13,0,1,,Konstruktion,NN,,-ismus,"[lemma=""Konstruktion"" & tag=""NN""] within <s/>"
Konsumismus,,Konsumik,NN,60,0,1,,Konsum,NN,,-ismus,"[lemma=""Konsum"" & tag=""NN""] within <s/>"
Kreationismus,,Kreationik,NN,311,0,1,,Kreation,NN,,-ismus,"[lemma=""Kreation"" & tag=""NN""] within <s/>"
Kretinismus,,Kretinik,NN,44,0,1,,Kretin,NN,,-ismus,"[lemma=""Kretin"" & tag=""NN""] within <s/>"
Kritizismus,,Kritizik,NN,54,0,1,,Kritik,NN,,-ismus,"[lemma=""Kritik"" & tag=""NN""] within <s/>"
Lobbyismus,,Lobbyik,NN,631,0,1,,Lobby,NN,,-ismus,"[lemma=""Lobby"" & tag=""NN""] within <s/>"
Manierismus,,Manierik,NN,140,0,1,,Manier,NN,,-ismus,"[lemma=""Manier"" & tag=""NN""] within <s/>"
Masochismus,,Masochik,NN,310,0,1,,Masochistik,NN,,-ismus,"[lemma=""Masochistik"" & tag=""NN""] within <s/>"
Meteorismus,,Meteorik,NN,24,0,1,,Meteor,NN,,-ismus,"[lemma=""Meteor"" & tag=""NN""] within <s/>"
Militarismus,,Militarik,NN,465,0,1,,Militär,NN,,-ismus,"[lemma=""Militär"" & tag=""NN""] within <s/>"
Monopolismus,,Monopolik,NN,12,0,1,,Monopol,NN,,-ismus,"[lemma=""Monopol"" & tag=""NN""] within <s/>"
Mystizismus,,Mystizik,NN,103,0,1,,Mystik,NN,,-ismus,"[lemma=""Mystik"" & tag=""NN""] within <s/>"
Naturismus,,Naturik,NN,16,0,1,,Natur,NN,,-ismus,"[lemma=""Natur"" & tag=""NN""] within <s/>"
Nazismus,,Nazik,NN,174,0,1,,Nazi,NN,,-ismus,"[lemma=""Nazi"" & tag=""NN""] within <s/>"
Nihilismus,,Nihilik,NN,273,0,1,,Nihilistik,NN,,-ismus,"[lemma=""Nihilistik"" & tag=""NN""] within <s/>"
Paganismus,,Paganik,NN,15,0,1,,Pagan,NN,,-ismus,"[lemma=""Pagan"" & tag=""NN""] within <s/>"
Parasitismus,,Parasitik,NN,36,0,1,,Parasit,NN,,-ismus,"[lemma=""Parasit"" & tag=""NN""] within <s/>"
Pauperismus,,Pauperik,NN,35,0,1,,Pauper,NN,,-ismus,"[lemma=""Pauper"" & tag=""NN""] within <s/>"
Perfektionismus,,Perfektionik,NN,347,0,1,,Perfektion,NN,,-ismus,"[lemma=""Perfektion"" & tag=""NN""] within <s/>"
Praktizismus,,Praktizik,NN,4,0,1,,Praktik,NN,,-ismus,"[lemma=""Praktik"" & tag=""NN""] within <s/>"
Protektionismus,,Protektionik,NN,239,0,1,,Protektion,NN,,-ismus,"[lemma=""Protektion"" & tag=""NN""] within <s/>"
Provinzialismus,,Provinzialik,NN,49,0,1,,Provinzial,NN,,-ismus,"[lemma=""Provinzial"" & tag=""NN""] within <s/>"
Puritanismus,,Puritanik,NN,37,0,1,,Puritan,NN,,-ismus,"[lemma=""Puritan"" & tag=""NN""] within <s/>"
Quietismus,,Quietik,NN,14,0,1,,Quiet,NN,,-ismus,"[lemma=""Quiet"" & tag=""NN""] within <s/>"
Rassismus,,Rassik,NN,6023,0,1,,Rasse,NN,,-ismus,"[lemma=""Rasse"" & tag=""NN""] within <s/>"
Reaktionismus,,Reaktionik,NN,5,0,1,,Reaktion,NN,,-ismus,"[lemma=""Reaktion"" & tag=""NN""] within <s/>"
Reduktionismus,,Reduktionik,NN,93,0,1,,Reduktion,NN,,-ismus,"[lemma=""Reduktion"" & tag=""NN""] within <s/>"
Reformismus,,Reformik,NN,127,0,1,,Reform,NN,,-ismus,"[lemma=""Reform"" & tag=""NN""] within <s/>"
Revanchismus,,Revanchik,NN,53,0,1,,Revanche,NN,,-ismus,"[lemma=""Revanche"" & tag=""NN""] within <s/>"
Rigorismus,,Rigorik,NN,54,0,1,,Rigor,NN,,-ismus,"[lemma=""Rigor"" & tag=""NN""] within <s/>"
Schintoismus,,Schintoik,NN,7,0,1,,Schinto,NN,,-ismus,"[lemma=""Schinto"" & tag=""NN""] within <s/>"
Sexismus,,Sexik,NN,781,1,1,,Sex,NN,,-ismus,"[lemma=""Sex"" & tag=""NN""] within <s/>"
Shintoismus,,Shintoik,NN,39,0,1,,Shinto,NN,,-ismus,"[lemma=""Shinto"" & tag=""NN""] within <s/>"
Sikhismus,,Sikhik,NN,81,0,1,,Sikh,NN,,-ismus,"[lemma=""Sikh"" & tag=""NN""] within <s/>"
Simulationismus,,Simulationik,NN,0,0,1,,Simulation,NN,,-ismus,"[lemma=""Simulation"" & tag=""NN""] within <s/>"
Situationismus,,Situationik,NN,5,0,1,,Situation,NN,,-ismus,"[lemma=""Situation"" & tag=""NN""] within <s/>"
Snobismus,,Snobik,NN,34,0,1,,Snob,NN,,-ismus,"[lemma=""Snob"" & tag=""NN""] within <s/>"
Spiritismus,,Spiritik,NN,154,0,1,,Spirit,NN,,-ismus,"[lemma=""Spirit"" & tag=""NN""] within <s/>"
Sufismus,,Sufik,NN,146,0,1,,Sufi,NN,,-ismus,"[lemma=""Sufi"" & tag=""NN""] within <s/>"
Syndikalismus,,Syndikalik,NN,42,0,1,,Syndikat,NN,,-ismus,"[lemma=""Syndikat"" & tag=""NN""] within <s/>"
Taoismus,,Taoik,NN,168,0,1,,Tao,NN,,-ismus,"[lemma=""Tao"" & tag=""NN""] within <s/>"
Technizismus,,Technizik,NN,2,0,1,,Technik,NN,,-ismus,"[lemma=""Technik"" & tag=""NN""] within <s/>"
Terrorismus,,Terrorik,NN,3654,0,1,,Terror,NN,,-ismus,"[lemma=""Terror"" & tag=""NN""] within <s/>"
Tourismus,,Tourik,NN,9473,0,1,,Tour,NN,,-ismus,"[lemma=""Tour"" & tag=""NN""] within <s/>"
Transvestismus,,Transvestik,NN,22,0,1,,Transvestit,NN,,-ismus,"[lemma=""Transvestit"" & tag=""NN""] within <s/>"
Unionismus,,Unionik,NN,2,0,1,,Union,NN,,-ismus,"[lemma=""Union"" & tag=""NN""] within <s/>"
Universismus,,Universik,NN,6,0,1,,Univers,NN,,-ismus,"[lemma=""Univers"" & tag=""NN""] within <s/>"
Vaginismus,,Vaginik,NN,30,0,1,,Vagina,NN,,-ismus,"[lemma=""Vagina"" & tag=""NN""] within <s/>"
Vampirismus,,Vampirik,NN,89,0,1,,Vampir,NN,,-ismus,"[lemma=""Vampir"" & tag=""NN""] within <s/>"
Vandalismus,,Vandalik,NN,965,0,1,,Vandal,NN,,-ismus,"[lemma=""Vandal"" & tag=""NN""] within <s/>"
Voluntarismus,,Voluntarik,NN,37,0,1,,Voluntar,NN,,-ismus,"[lemma=""Voluntar"" & tag=""NN""] within <s/>"
Zionismus,,Zionik,NN,760,0,1,,Zion,NN,,-ismus,"[lemma=""Zion"" & tag=""NN""] within <s/>"
Antitheist,,Antithe,NN,1,0,1,,Theismus,NN,,-ist,"[lemma=""Theismus"" & tag=""NN""] within <s/>"
Akademist,,Akadem,NN,3,0,1,,Akademie,NN,,-ist,"[lemma=""Akademie"" & tag=""NN""] within <s/>"
Aktivist,,Aktiv,NN,3130,1712,1,,Aktivismus,NN,,-ist,"[lemma=""Aktivismus"" & tag=""NN""] within <s/>"
Alchemist,,Alchem,NN,412,0,1,,Alchemie,NN,,-ist,"[lemma=""Alchemie"" & tag=""NN""] within <s/>"
Altruist,,Altru,NN,34,0,1,,Altruismus,NN,,-ist,"[lemma=""Altruismus"" & tag=""NN""] within <s/>"
Amerikanist,,Amerikan,NN,18,0,1,,Amerikanismus,NN,,-ist,"[lemma=""Amerikanismus"" & tag=""NN""] within <s/>"
Anabaptist,,Anabapt,NN,4,0,1,,Anabaptismus,NN,,-ist,"[lemma=""Anabaptismus"" & tag=""NN""] within <s/>"
Anästhesist,,Anästhes,NN,509,0,1,,Anästhesie,NN,,-ist,"[lemma=""Anästhesie"" & tag=""NN""] within <s/>"
Anglist,,Angl,NN,55,0,1,,Anglismus,NN,,-ist,"[lemma=""Anglismus"" & tag=""NN""] within <s/>"
Antagonist,,Antagon,NN,437,0,1,,Antagonismus,NN,,-ist,"[lemma=""Antagonismus"" & tag=""NN""] within <s/>"
Aorist,,Aor,NN,29,0,1,,Aorismus,NN,,-ist,"[lemma=""Aorismus"" & tag=""NN""] within <s/>"
Artillerist,,Artiller,NN,82,0,1,,Artillerie,NN,,-ist,"[lemma=""Artillerie"" & tag=""NN""] within <s/>"
Atheist,,Athe,NN,2680,0,1,,Atheismus,NN,,-ist,"[lemma=""Atheismus"" & tag=""NN""] within <s/>"
Autist,,Aut,NN,351,0,1,,Autismus,NN,,-ist,"[lemma=""Autismus"" & tag=""NN""] within <s/>"
Avantgardist,,Avantgard,NN,106,0,1,,Avantgarde,NN,,-ist,"[lemma=""Avantgarde"" & tag=""NN""] within <s/>"
Ballist,,Ball,NN,14,41080,1,,Ballismus,NN,,-ist,"[lemma=""Ballismus"" & tag=""NN""] within <s/>"
Baptist,,Bapt,NN,810,0,1,,Baptismus,NN,,-ist,"[lemma=""Baptismus"" & tag=""NN""] within <s/>"
Batist,,Bat,NN,20,0,1,,Batismus,NN,,-ist,"[lemma=""Batismus"" & tag=""NN""] within <s/>"
Bellizist,,Belliz,NN,23,0,1,,Bellizismus,NN,,-ist,"[lemma=""Bellizismus"" & tag=""NN""] within <s/>"
Bigamist,,Bigam,NN,26,0,1,,Bigamie,NN,,-ist,"[lemma=""Bigamie"" & tag=""NN""] within <s/>"
Biist,,Bi,NN,1,0,1,,Biismus,NN,,-ist,"[lemma=""Biismus"" & tag=""NN""] within <s/>"
Biologist,,Biolog,NN,3,24,1,,Biologie,NN,,-ist,"[lemma=""Biologie"" & tag=""NN""] within <s/>"
Bolschewist,,Bolschew,NN,99,0,1,,Bolschewismus,NN,,-ist,"[lemma=""Bolschewismus"" & tag=""NN""] within <s/>"
Bratschist,,Bratsch,NN,58,0,1,,Bratsche,NN,,-ist,"[lemma=""Bratsche"" & tag=""NN""] within <s/>"
Brigadist,,Brigad,NN,22,0,1,,Brigade,NN,,-ist,"[lemma=""Brigade"" & tag=""NN""] within <s/>"
Buddhist,,Buddh,NN,961,0,1,,Buddhismus,NN,,-ist,"[lemma=""Buddhismus"" & tag=""NN""] within <s/>"
Calvinist,,Calvin,NN,102,0,1,,Calvinismus,NN,,-ist,"[lemma=""Calvinismus"" & tag=""NN""] within <s/>"
Cellist,,Cell,NN,307,0,1,,Cello,NN,,-ist,"[lemma=""Cello"" & tag=""NN""] within <s/>"
Chartist,,Chart,NN,48,5434,1,,Chartismus,NN,,-ist,"[lemma=""Chartismus"" & tag=""NN""] within <s/>"
Chauvinist,,Chauvin,NN,56,0,1,,Chauvinismus,NN,,-ist,"[lemma=""Chauvinismus"" & tag=""NN""] within <s/>"
Chemist,,Chem,NN,17,0,1,,Chemie,NN,,-ist,"[lemma=""Chemie"" & tag=""NN""] within <s/>"
Dadaist,,Dada,NN,85,0,1,,Dadaismus,NN,,-ist,"[lemma=""Dadaismus"" & tag=""NN""] within <s/>"
Darwinist,,Darwin,NN,47,0,1,,Darwinismus,NN,,-ist,"[lemma=""Darwinismus"" & tag=""NN""] within <s/>"
Defaitist,,Defait,NN,2,0,1,,Defaitismus,NN,,-ist,"[lemma=""Defaitismus"" & tag=""NN""] within <s/>"
Determinist,,Determin,NN,30,7,1,,Determinismus,NN,,-ist,"[lemma=""Determinismus"" & tag=""NN""] within <s/>"
Drogist,,Drog,NN,99,0,1,,Droge,NN,,-ist,"[lemma=""Droge"" & tag=""NN""] within <s/>"
Eklektizist,,Eklektiz,NN,0,0,1,,Eklektizismus,NN,,-ist,"[lemma=""Eklektizismus"" & tag=""NN""] within <s/>"
Elektrologist,,Elektrolog,NN,1,0,1,,Elektrologismus,NN,,-ist,"[lemma=""Elektrologismus"" & tag=""NN""] within <s/>"
Empirist,,Empir,NN,25,0,1,,Empirie,NN,,-ist,"[lemma=""Empirie"" & tag=""NN""] within <s/>"
Experimentalist,,Experimental,NN,9,0,1,,Experiment,NN,,-ist,"[lemma=""Experiment"" & tag=""NN""] within <s/>"
Faschist,,Fasch,NN,1501,0,1,,Faschismus,NN,,-ist,"[lemma=""Faschismus"" & tag=""NN""] within <s/>"
Faunist,,Faun,NN,1,359,1,,Faunismus,NN,,-ist,"[lemma=""Faunismus"" & tag=""NN""] within <s/>"
Fauvist,,Fauv,NN,5,0,1,,Fauvismus,NN,,-ist,"[lemma=""Fauvismus"" & tag=""NN""] within <s/>"
Feminist,,Femin,NN,182,13,1,,Feminismus,NN,,-ist,"[lemma=""Feminismus"" & tag=""NN""] within <s/>"
Filialist,,Filial,NN,125,0,1,,Filiale,NN,,-ist,"[lemma=""Filiale"" & tag=""NN""] within <s/>"
Flötist,,Flöt,NN,169,0,1,,Flöte,NN,,-ist,"[lemma=""Flöte"" & tag=""NN""] within <s/>"
Folklorist,,Folklor,NN,3,0,1,,Folklore,NN,,-ist,"[lemma=""Folklore"" & tag=""NN""] within <s/>"
Galerist,,Galer,NN,382,0,1,,Galerie,NN,,-ist,"[lemma=""Galerie"" & tag=""NN""] within <s/>"
Gambist,,Gamb,NN,13,0,1,,Gambismus,NN,,-ist,"[lemma=""Gambismus"" & tag=""NN""] within <s/>"
Gardist,,Gard,NN,459,0,1,,Garde,NN,,-ist,"[lemma=""Garde"" & tag=""NN""] within <s/>"
Generalist,,General,NN,221,11574,1,,Generalismus,NN,,-ist,"[lemma=""Generalismus"" & tag=""NN""] within <s/>"
Girondist,,Girond,NN,23,0,1,,Girondismus,NN,,-ist,"[lemma=""Girondismus"" & tag=""NN""] within <s/>"
Grossist,,Gross,NN,88,0,1,,Grossismus,NN,,-ist,"[lemma=""Grossismus"" & tag=""NN""] within <s/>"
